-6.283185307179586232e-01,1.000000000000000056e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.214073697400571694e-01,9.657522334023674326e-02,1.949214588825032568e-01,1.217592962784777751e-02,1.281580025561858578e-02,2.659150905918007401e-01,-1.683686582198540727e+00,-1.633976528106830493e-03,7.694343351792652663e-02,-6.880725193415850038e-02,1.889769904228538189e-01,-1.808408088390838775e-01,0.000000000000000000e+00
6.253691383400284964e-01,9.857914195907338528e-02,1.919135497973550042e-01,-1.101685863123513277e-02,6.508692309907573859e-02,2.693684380978960680e-01,-1.744206295509661553e+00,1.194675541982964662e-05,1.181588181598237364e-01,-1.154539600028255675e-01,2.944147292116532366e-01,-2.917098710546533469e-01,0.000000000000000000e+00
6.295213263488074196e-01,1.003654563529566834e-01,1.885390570100089203e-01,-3.380657751440118569e-02,1.344947747979583497e-01,2.299503558122722169e-01,-1.778879303741365048e+00,1.515625474211389169e-03,1.528294025984440474e-01,-1.726515975645989964e-01,3.963944666346887469e-01,-4.162166616008421971e-01,0.000000000000000000e+00
6.338139508883189333e-01,1.016343584428740510e-01,1.846297765635923627e-01,-5.616292545066379344e-02,2.202474320282091225e-01,1.464513752921298706e-01,-1.785704074179942813e+00,2.886456794643042258e-03,1.731923796429943874e-01,-2.470919604319335716e-01,4.863431467407962616e-01,-5.602427275297325870e-01,0.000000000000000000e+00
6.381165927288640072e-01,1.012200083884031432e-01,1.794620537851026598e-01,-7.797441337029267783e-02,3.220212818521240306e-01,9.754422291673003897e-03,-1.755240128568196223e+00,4.133306238686788002e-03,1.490254159291859448e-01,-3.661981820515000097e-01,5.319242718105611223e-01,-7.490970379328744100e-01,0.000000000000000000e+00
6.420221380710054992e-01,9.595814838073721265e-02,1.711126751188116746e-01,-9.885213956450149275e-02,3.513566644179770826e-01,-1.546790917380917729e-02,-1.763700917610457664e+00,5.264530592871557307e-03,-1.640011486778780725e-03,-6.031950227204232462e-01,4.445697899408886933e-01,-1.049404824148089554e+00,0.000000000000000000e+00
6.457262971860712186e-01,9.049809069421228813e-02,1.627983265208968744e-01,-1.190093401713657600e-01,3.520316757406204422e-01,1.707585910677044544e-02,-1.801156801415067621e+00,6.288000842273459498e-03,-1.576835012854257700e-01,-8.411691924866973036e-01,3.485726689548852564e-01,-1.347425362727010967e+00,0.000000000000000000e+00
6.492281145055058822e-01,8.489189091313581459e-02,1.545604081135078800e-01,-1.384619298259819609e-01,3.844832213067823634e-01,-2.194930462342363497e-02,-1.798710674322565373e+00,7.211124925286472621e-03,-3.176743339422302692e-01,-1.078671853304018935e+00,2.453481381078636003e-01,-1.641694325354117634e+00,0.000000000000000000e+00
6.525350574615114141e-01,7.921448624204054101e-02,1.464492061269978551e-01,-1.572336197509420774e-01,3.773819385695575956e-01,2.133892461502678861e-02,-1.838916722845068907e+00,8.040870146189765463e-03,-4.795968543819572050e-01,-1.313850100408202604e+00,1.370329034812810820e-01,-1.930479858271443305e+00,0.000000000000000000e+00
6.556469885737558068e-01,7.346065621905628618e-02,1.384632491219053296e-01,-1.753399177761769123e-01,4.098447963893107615e-01,-2.302519052027980628e-02,-1.830927577859335464e+00,8.783785117230123729e-03,-6.435229081369848725e-01,-1.546775061443767640e+00,2.355289091421298997e-02,-2.213850860494970707e+00,0.000000000000000000e+00
6.585725954212050537e-01,6.767296304770505089e-02,1.306278427596957170e-01,-1.928045849377758580e-01,4.009963245515213992e-01,1.906125950552154530e-02,-1.867972227939051599e+00,9.446021131015006761e-03,-8.082907793108735639e-01,-1.776473817014707191e+00,-9.378935346944962392e-02,-2.490975242856142469e+00,0.000000000000000000e+00
6.613120481184335819e-01,6.183816984591906929e-02,1.229351219133129336e-01,-2.096423182983150890e-01,4.278309651625359367e-01,-1.787701730328591920e-02,-1.861571499518282380e+00,1.003335288829298837e-02,-9.741898897299815507e-01,-2.003241519563221384e+00,-2.152804938492792197e-01,-2.762150915443941201e+00,0.000000000000000000e+00
6.638776806659937302e-01,5.600157134117138974e-02,1.154088177957801470e-01,-2.258794563910507536e-01,4.225364657723793549e-01,1.220903037596722529e-02,-1.889963974372603994e+00,1.055119852639276219e-02,-1.140000309559034530e+00,-2.226125222119945235e+00,-3.395006597494648615e-01,-3.026624871929533445e+00,0.000000000000000000e+00
6.662761411856619187e-01,5.017321390719212126e-02,1.080518267916829589e-01,-2.415361523386629905e-01,4.408677780096598720e-01,-1.035496531423266836e-02,-1.889232107389824389e+00,1.100463891031587885e-02,-1.305421609683668827e+00,-2.444969252579306751e+00,-4.660416525026370715e-01,-3.284349209760358157e+00,0.000000000000000000e+00
6.685231172021318669e-01,4.439724930871215280e-02,1.008835188163265117e-01,-2.566411208530391952e-01,4.407342039751567242e-01,5.201422273611035554e-03,-1.908057570216001420e+00,1.139843616226333609e-02,-1.469280452409000848e+00,-2.658939163004437667e+00,-5.934758313820358566e-01,-3.534743784031422642e+00,0.000000000000000000e+00
6.706295931198570370e-01,3.869204886938625021e-02,9.390840373873715619e-02,-2.712179163130962189e-01,4.517239556297861225e-01,-4.531505901087343538e-03,-1.912620875773794138e+00,1.173705141667007699e-02,-1.631077521568877531e+00,-2.867773420598420664e+00,-7.211258172440523362e-01,-3.777725124923265287e+00,0.000000000000000000e+00
6.726098434979062013e-01,3.308546564200130768e-02,8.713467867956598001e-02,-2.852929455738319464e-01,4.550800036934604664e-01,9.579202362579091953e-04,-1.924678708882238132e+00,1.202466179702032893e-02,-1.790076408480161252e+00,-3.071044022637573256e+00,-8.480238032901167289e-01,-4.013096627827636098e+00,0.000000000000000000e+00
6.744749207939856328e-01,2.759093703944616102e-02,8.056270423362996147e-02,-2.988889742290442020e-01,4.617783380530982029e-01,-1.800348128090917006e-03,-1.931739087024600510e+00,1.226517661814561198e-02,-1.945918340753832076e+00,-3.268631319704576210e+00,-9.736318509747091676e-01,-4.240917809483719658e+00,0.000000000000000000e+00
6.762364295008475024e-01,2.222294621232495659e-02,7.419291182875657753e-02,-3.120289183023252089e-01,4.661841378219772070e-01,-5.869240609485716631e-04,-1.940388674716076345e+00,1.246225282365229399e-02,-2.098222742050149137e+00,-3.460405660871049172e+00,-1.097381269022950301e+00,-4.461247133898270434e+00,0.000000000000000000e+00
6.779046674473108158e-01,1.699109264567291375e-02,6.802318667620863013e-02,-3.247340021893846962e-01,4.709663977658659628e-01,-1.056897331658190279e-03,-1.947643488339057427e+00,1.261930967282534968e-02,-2.246738863461606783e+00,-3.646339095478838388e+00,-1.218854375302268478e+00,-4.674223583638200452e+00,0.000000000000000000e+00
6.794897979564185064e-01,1.190453885502141748e-02,6.205107141663878528e-02,-3.370249465939803013e-01,4.750899205420150428e-01,-9.113850114429779834e-04,-1.954769329713358150e+00,1.273954269501245337e-02,-2.391230827356863653e+00,-3.826415601689485690e+00,-1.337650539365675684e+00,-4.879995889680698085e+00,0.000000000000000000e+00
6.810014501597678738e-01,6.970921604878709335e-03,5.627335183899307564e-02,-3.489215838047979301e-01,4.789608824774292950e-01,-9.587899708420588021e-04,-1.961366086276078002e+00,1.282593693228470215e-02,-2.531505049683465014e+00,-4.000649924144652481e+00,-1.453420083869559676e+00,-5.078734889958580467e+00,0.000000000000000000e+00
6.824489042526508120e-01,2.197103393318092235e-03,5.068645293227863613e-02,-3.604430571444910969e-01,4.824944481309700883e-01,-9.580702906654717200e-04,-1.967592070005803606e+00,1.288127949323731626e-02,-2.667390507898181884e+00,-4.169071823915374786e+00,-1.565841549420698975e+00,-5.270620782392879455e+00,0.000000000000000000e+00
6.838410308964419926e-01,-2.410902686770209635e-03,4.528645438014450297e-02,-3.716077738419683585e-01,4.857430161521152923e-01,-9.687493825977867628e-04,-1.973442247721850729e+00,1.290817144226539225e-02,-2.798740255974380364e+00,-4.331726293565290931e+00,-1.674624191902810200e+00,-5.455842357636884188e+00,0.000000000000000000e+00
6.851863076448672096e-01,-6.847800880679580718e-03,4.006918640474249615e-02,-3.824334342471622517e-01,4.887237092208508993e-01,-9.793010836591873464e-04,-1.978947341200534282e+00,1.290903904962662288e-02,-2.925427674382643950e+00,-4.488670161857939434e+00,-1.779503966178708207e+00,-5.634593870061898713e+00,0.000000000000000000e+00
6.864928183130001305e-01,-1.110895474098104463e-02,3.503028633328596209e-02,-3.929370433476120916e-01,4.914578960330672763e-01,-9.915757479081852184e-04,-1.984128918978259382e+00,1.288614442817500108e-02,-3.047344654034510825e+00,-4.639970265880040579e+00,-1.880241720262945559e+00,-5.807073199651629380e+00,0.000000000000000000e+00
6.877682600076342467e-01,-1.519032453509907080e-02,3.016525065688573787e-02,-4.031349293438477033e-01,4.939643255394287613e-01,-1.005564804244526685e-03,-1.989007762515837774e+00,1.284159558289131239e-02,-3.164399700240248414e+00,-4.785701707688373219e+00,-1.976621185313562234e+00,-5.973480222615084045e+00,0.000000000000000000e+00
6.890199516530041146e-01,-1.908841431151555787e-02,2.546947779972567188e-02,-4.130427631537544886e-01,4.962602745901922852e-01,-1.021464033525297695e-03,-1.993602947564521166e+00,1.277735589930892139e-02,-3.276516317361616970e+00,-4.925946423696578869e+00,-2.068447222078407144e+00,-6.134015518979811787e+00,0.000000000000000000e+00
6.902548443315896787e-01,-2.280022481398600101e-02,2.093830407487349762e-02,-4.226755791997548473e-01,4.983616248523227155e-01,-1.039490327533323715e-03,-1.997932101784219316e+00,1.269525309668984199e-02,-3.383631574044695167e+00,-5.060791973560894164e+00,-2.155544218498099074e+00,-6.288879329107514238e+00,0.000000000000000000e+00
6.914795328307342670e-01,-2.632321164796207896e-02,1.656703382177222503e-02,-4.320477969015930619e-01,5.002830102509512322e-01,-1.059896398134830067e-03,-2.002011535349228044e+00,1.259698767139320712e-02,-3.485694831114375170e+00,-5.190330517561577928e+00,-2.237754630423747670e+00,-6.438270718252228519e+00,0.000000000000000000e+00
