-6.267700194502059396e-01,1.651346668151035535e-01,5.365550577908563545e-02,3.611468598761847365e-02,-1.019879704719146851e-01,-4.129278251369560282e-01
6.319752016653822357e-01,1.607656483926974966e-01,-5.095963585521642858e-02,2.127235069260842437e-02,-2.756502863742544274e-01,-5.218759275683222398e-01
6.130079551881485456e-01,1.559400212624796056e-01,-4.947948302343953969e-02,2.019857292143154362e-02,-2.688175943782807886e-01,-5.058309618842620203e-01
5.946043744266134023e-01,1.512571225155162347e-01,-4.804026138807361568e-02,1.914390248877162123e-02,-2.622213134402127110e-01,-4.902184181922884521e-01
5.767476650870118071e-01,1.467127842695847839e-01,-4.664094049639188472e-02,1.798687857235244103e-02,-2.558456253268238112e-01,-4.750740406038669317e-01
5.594215364922866529e-01,1.423029548941094624e-01,-4.528050924345659173e-02,1.656481885375256369e-02,-2.496414539809377608e-01,-4.604897000770896143e-01
5.426101863332959407e-01,1.380236963160481056e-01,-4.395797594111251066e-02,1.598736510190428353e-02,-2.433315936426988513e-01,-4.462564489397863321e-01
5.262982858730061997e-01,1.338711813297418507e-01,-4.267236835816495821e-02,1.542173198095513065e-02,-2.371354465367264963e-01,-4.324578788687729602e-01
5.104709655941052082e-01,1.298416909185970136e-01,-4.142273373156656058e-02,1.486437549224599308e-02,-2.310518188443363985e-01,-4.190839923116657650e-01
4.951138012798673715e-01,1.259316115953209025e-01,-4.020813874899228924e-02,1.431714654629980335e-02,-2.250818871012737477e-01,-4.061219748137132046e-01
4.802128005176845571e-01,1.221374327664109388e-01,-3.902766950360490872e-02,1.378816179653022736e-02,-2.192223542909629841e-01,-3.935590255204065580e-01
4.657543896143665485e-01,1.184557441257413912e-01,-3.788043142213353559e-02,1.328571688766407022e-02,-2.134733545808987221e-01,-3.813801138145292979e-01
4.517254009121452474e-01,1.148832330813226721e-01,-3.676554916761706759e-02,1.281582352011721021e-02,-2.078316454175548611e-01,-3.695728649600988902e-01
4.381130604942236606e-01,1.114166822186632433e-01,-3.568216651832506470e-02,1.237830091174602944e-02,-2.022991035321173303e-01,-3.581247725863686004e-01
4.249049762687115983e-01,1.080529668035852542e-01,-3.462944622446828546e-02,1.196958611018723515e-02,-1.968755015922174501e-01,-3.470261762462585331e-01
4.120891264198525139e-01,1.047890523268448643e-01,-3.360656984436498351e-02,1.158384068389900143e-02,-1.915639163633779674e-01,-3.362670126126654502e-01
3.996538482155630456e-01,1.016219920924861381e-01,-3.261273756174755400e-02,1.121604945292782943e-02,-1.863653765392272454e-01,-3.258381957088423153e-01
3.875878271604656922e-01,9.854892485146073133e-02,-3.164716798587936808e-02,1.086261617451235277e-02,-1.812817781442129794e-01,-3.157298130305616346e-01
3.758800864837935074e-01,9.556707248172675861e-02,-3.070909793611997438e-02,1.052155038351616431e-02,-1.763135928190874280e-01,-3.059321285845409966e-01
3.645199769517667443e-01,9.267373771574545505e-02,-2.979778221252528739e-02,1.019180152459751854e-02,-1.714613113364011898e-01,-2.964351395101778586e-01
3.534971669942792993e-01,8.986630191603690865e-02,-2.891249335400537801e-02,9.872774689007787416e-03,-1.667248672481327354e-01,-2.872290820817666179e-01
3.428016331359983182e-01,8.714222289923859166e-02,-2.805252138549323149e-02,9.564034795376881448e-03,-1.621040874938491916e-01,-2.783043463425169950e-01
3.324236507222370074e-01,8.449903280891346569e-02,-2.721717355549932438e-02,9.265204350827392285e-03,-1.575985794285941211e-01,-2.696515886297790043e-01
3.223537849302418601e-01,8.193433603718378033e-02,-2.640577406534823021e-02,8.975933046310381053e-03,-1.532078085352110430e-01,-2.612617120211018773e-01
3.125828820568054556e-01,7.944580719512042699e-02,-2.561766379131206681e-02,8.695890272900979115e-03,-1.489310897380425880e-01,-2.531258797447055175e-01
3.031020610733954346e-01,7.703118913168477411e-02,-2.485220000077492317e-02,8.424762201614553747e-03,-1.447676029316331547e-01,-2.452355126878932035e-01
2.939027054402682526e-01,7.468829100091134432e-02,-2.410875606348226660e-02,8.162249807672416688e-03,-1.407164017186884608e-01,-2.375822891075202725e-01
2.849764551713017680e-01,7.241498637691752560e-02,-2.338672115885326308e-02,7.908067307894808134e-03,-1.367764236849885462e-01,-2.301581424015182731e-01
2.763151991415534470e-01,7.020921141624859863e-02,-2.268549998025860132e-02,7.661940875024663734e-03,-1.329465002715753963e-01,-2.229552581060272320e-01
2.679110676298107063e-01,6.806896306698322074e-02,-2.200451243709374352e-02,7.423607576026506477e-03,-1.292253664255749168e-01,-2.159660701073176647e-01
2.597564250886576498e-01,6.599229732397647596e-02,-2.134319335541285528e-02,7.192814488870769019e-03,-1.256116699020228544e-01,-2.091832562287277431e-01
2.518438631348334233e-01,6.397732752955058444e-02,-2.070099217781962500e-02,6.969317962756996568e-03,-1.221039801585340756e-01,-2.025997333118464139e-01
2.441661937528910309e-01,6.202222271890932975e-02,-2.007737266325474584e-02,6.752882993827516792e-03,-1.187007968024341165e-01,-1.962086518976742799e-01
2.367164427054141151e-01,6.012520600951282157e-02,-1.947181258726003727e-02,6.543282694065989669e-03,-1.154005575665539990e-01,-1.900033905995717476e-01
